gameid,playername,result
ESPORTSTMNT06_2821430,Teddy,0
ESPORTSTMNT06_2821430,Kael,0
ESPORTSTMNT06_2821430,Doran,1
ESPORTSTMNT06_2821430,Peanut,1
ESPORTSTMNT06_2821430,Chovy,1
ESPORTSTMNT06_2821430,Peyz,1
ESPORTSTMNT06_2821430,Delight,1
ESPORTSTMNT06_2823458,DuDu,0
ESPORTSTMNT06_2823458,YoungJae,0
ESPORTSTMNT06_2823458,BuLLDoG,0
ESPORTSTMNT06_2823458,Taeyoon,0
ESPORTSTMNT06_2823458,Andil,0
ESPORTSTMNT06_2823458,Kiin,1
ESPORTSTMNT06_2823458,Cuzz,1
ESPORTSTMNT06_2823458,Bdd,1
ESPORTSTMNT06_2823458,Aiming,1
ESPORTSTMNT06_2823458,Lehends,1
ESPORTSTMNT06_2823467,DuDu,0
ESPORTSTMNT06_2823467,YoungJae,0
ESPORTSTMNT06_2823467,BuLLDoG,0
ESPORTSTMNT06_2823467,Taeyoon,0
ESPORTSTMNT06_2823467,Andil,0
ESPORTSTMNT06_2823467,Kiin,1
ESPORTSTMNT06_2823467,Cuzz,1
ESPORTSTMNT06_2823467,Bdd,1
ESPORTSTMNT06_2823467,Aiming,1
ESPORTSTMNT06_2823467,Lehends,1
ESPORTSTMNT03_3197780,Zeus,1
ESPORTSTMNT03_3197780,Oner,1
ESPORTSTMNT03_3197780,Poby,1
ESPORTSTMNT03_3197780,Gumayusi,1
ESPORTSTMNT03_3197780,Keria,1
ESPORTSTMNT03_3197780,Rascal,0
ESPORTSTMNT03_3197780,Croco,0
ESPORTSTMNT03_3197780,FATE,0
ESPORTSTMNT03_3197780,Paduck,0
ESPORTSTMNT03_3197780,BeryL,0
ESPORTSTMNT03_3195856,Zeus,0
ESPORTSTMNT03_3195856,Oner,0
ESPORTSTMNT03_3195856,Poby,0
ESPORTSTMNT03_3195856,Gumayusi,0
ESPORTSTMNT03_3195856,Keria,0
ESPORTSTMNT03_3195856,Rascal,1
ESPORTSTMNT03_3195856,Croco,1
ESPORTSTMNT03_3195856,FATE,1
ESPORTSTMNT03_3195856,Paduck,1
ESPORTSTMNT03_3195856,BeryL,1
ESPORTSTMNT03_3196827,Zeus,0
ESPORTSTMNT03_3196827,Oner,0
ESPORTSTMNT03_3196827,Poby,0
ESPORTSTMNT03_3196827,Gumayusi,0
ESPORTSTMNT03_3196827,Keria,0
ESPORTSTMNT03_3196827,Rascal,1
ESPORTSTMNT03_3196827,Croco,1
ESPORTSTMNT03_3196827,FATE,1
ESPORTSTMNT03_3196827,Paduck,1
ESPORTSTMNT03_3196827,BeryL,1
ESPORTSTMNT03_3195868,Kingen,1
ESPORTSTMNT03_3195868,Grizzly,1
ESPORTSTMNT03_3195868,Zeka,1
ESPORTSTMNT03_3195868,Viper,1
ESPORTSTMNT03_3195868,Life,1
ESPORTSTMNT03_3195868,DnDn,0
ESPORTSTMNT03_3195868,Sylvie,0
ESPORTSTMNT03_3195868,FIESTA,0
ESPORTSTMNT03_3195868,Jiwoo,0
ESPORTSTMNT03_3195868,Peter,0
ESPORTSTMNT03_3197839,DnDn,0
ESPORTSTMNT03_3197839,Sylvie,0
ESPORTSTMNT03_3197839,Quad,0
ESPORTSTMNT03_3197839,Jiwoo,0
ESPORTSTMNT03_3197839,Peter,0
ESPORTSTMNT03_3197839,Kingen,1
ESPORTSTMNT03_3197839,Grizzly,1
ESPORTSTMNT03_3197839,Zeka,1
ESPORTSTMNT03_3197839,Viper,1
ESPORTSTMNT03_3197839,Life,1
ESPORTSTMNT01_3401372,Revenge,0
ESPORTSTMNT01_3401372,Sheiden,0
ESPORTSTMNT01_3401372,Jojopyun,0
ESPORTSTMNT01_3401372,UNF0RGIVEN,0
ESPORTSTMNT01_3401372,Eyla,0
ESPORTSTMNT01_3401372,Hauntzer,1
ESPORTSTMNT01_3401372,Bugi,1
ESPORTSTMNT01_3401372,Insanity,1
ESPORTSTMNT01_3401372,WildTurtle,1
ESPORTSTMNT01_3401372,Chime,1
ESPORTSTMNT01_3402369,Hauntzer,0
ESPORTSTMNT01_3402369,Bugi,0
ESPORTSTMNT01_3402369,Insanity,0
ESPORTSTMNT01_3402369,WildTurtle,0
ESPORTSTMNT01_3402369,Chime,0
ESPORTSTMNT01_3402369,Revenge,1
ESPORTSTMNT01_3402369,Sheiden,1
ESPORTSTMNT01_3402369,Jojopyun,1
ESPORTSTMNT01_3402369,UNF0RGIVEN,1
ESPORTSTMNT01_3402369,Eyla,1
ESPORTSTMNT01_3401413,Hauntzer,0
ESPORTSTMNT01_3401413,Bugi,0
ESPORTSTMNT01_3401413,Insanity,0
ESPORTSTMNT01_3401413,WildTurtle,0
ESPORTSTMNT01_3401413,Chime,0
ESPORTSTMNT01_3401413,Revenge,1
ESPORTSTMNT01_3401413,Sheiden,1
ESPORTSTMNT01_3401413,Jojopyun,1
ESPORTSTMNT01_3401413,UNF0RGIVEN,1
ESPORTSTMNT01_3401413,Eyla,1
ESPORTSTMNT01_3403374,Hauntzer,1
ESPORTSTMNT01_3403374,Bugi,1
ESPORTSTMNT01_3403374,Insanity,1
ESPORTSTMNT01_3403374,WildTurtle,1
ESPORTSTMNT01_3403374,Chime,1
ESPORTSTMNT01_3403374,Revenge,0
ESPORTSTMNT01_3403374,Sheiden,0
ESPORTSTMNT01_3403374,Jojopyun,0
ESPORTSTMNT01_3403374,UNF0RGIVEN,0
ESPORTSTMNT01_3403374,Eyla,0
ESPORTSTMNT01_3403380,Hauntzer,0
ESPORTSTMNT01_3403380,Bugi,0
ESPORTSTMNT01_3403380,Insanity,0
ESPORTSTMNT01_3403380,WildTurtle,0
ESPORTSTMNT01_3403380,Chime,0
ESPORTSTMNT01_3403380,Revenge,1
ESPORTSTMNT01_3403380,Sheiden,1
ESPORTSTMNT01_3403380,Jojopyun,1
ESPORTSTMNT01_3403380,UNF0RGIVEN,1
ESPORTSTMNT01_3403380,Eyla,1
ESPORTSTMNT03_3195975,Canna,1
ESPORTSTMNT03_3195975,Canyon,1
ESPORTSTMNT03_3195975,ShowMaker,1
ESPORTSTMNT03_3195975,Deft,1
ESPORTSTMNT03_3195975,Kellin,1
ESPORTSTMNT03_3195975,DuDu,0
ESPORTSTMNT03_3195975,YoungJae,0
ESPORTSTMNT03_3195975,BuLLDoG,0
ESPORTSTMNT03_3195975,Taeyoon,0
ESPORTSTMNT03_3195975,Andil,0
ESPORTSTMNT03_3196972,Canna,1
ESPORTSTMNT03_3196972,Canyon,1
ESPORTSTMNT03_3196972,ShowMaker,1
ESPORTSTMNT03_3196972,Deft,1
ESPORTSTMNT03_3196972,Kellin,1
ESPORTSTMNT03_3196972,DuDu,0
ESPORTSTMNT03_3196972,YoungJae,0
ESPORTSTMNT03_3196972,BuLLDoG,0
ESPORTSTMNT03_3196972,Taeyoon,0
ESPORTSTMNT03_3196972,Andil,0
ESPORTSTMNT03_3196975,Hanabi,1
ESPORTSTMNT03_3196975,Hana,1
ESPORTSTMNT03_3196975,Mission,1
ESPORTSTMNT03_3196975,Cryscata,1
ESPORTSTMNT03_3196975,Orca,1
ESPORTSTMNT03_3196975,Rest,0
ESPORTSTMNT03_3196975,Gemini,0
ESPORTSTMNT03_3196975,JimieN,0
ESPORTSTMNT03_3196975,Shunn,0
ESPORTSTMNT03_3196975,ShiauC,0
ESPORTSTMNT01_3402436,Coated,1
ESPORTSTMNT01_3402436,Gury,1
ESPORTSTMNT01_3402436,Froggy,1
ESPORTSTMNT01_3402436,Shogun,1
ESPORTSTMNT01_3402436,Slay,1
ESPORTSTMNT01_3402436,Pun,0
ESPORTSTMNT01_3402436,Ikigai,0
ESPORTSTMNT01_3402436,Richard I,0
ESPORTSTMNT01_3402436,Pyshiro,0
ESPORTSTMNT01_3402436,Elio,0
ESPORTSTMNT03_3196988,Relhia,1
ESPORTSTMNT03_3196988,665,1
ESPORTSTMNT03_3196988,NuL1,1
ESPORTSTMNT03_3196988,Prage,1
ESPORTSTMNT03_3196988,Cha9,1
ESPORTSTMNT03_3196988,JP6RU8,0
ESPORTSTMNT03_3196988,WSL,0
ESPORTSTMNT03_3196988,xiaotu,0
ESPORTSTMNT03_3196988,Pepero,0
ESPORTSTMNT03_3196988,EnHoa,0
ESPORTSTMNT03_3198004,Morgan,0
ESPORTSTMNT03_3198004,UmTi,0
ESPORTSTMNT03_3198004,Karis,0
ESPORTSTMNT03_3198004,Hena,0
ESPORTSTMNT03_3198004,Effort,0
ESPORTSTMNT03_3198004,Clear,1
ESPORTSTMNT03_3198004,Willer,1
ESPORTSTMNT03_3198004,Clozer,1
ESPORTSTMNT03_3198004,Teddy,1
ESPORTSTMNT03_3198004,Kael,1
ESPORTSTMNT01_3402440,Pun,0
ESPORTSTMNT01_3402440,Ikigai,0
ESPORTSTMNT01_3402440,Richard I,0
ESPORTSTMNT01_3402440,Pyshiro,0
ESPORTSTMNT01_3402440,Elio,0
ESPORTSTMNT01_3402440,Coated,1
ESPORTSTMNT01_3402440,Gury,1
ESPORTSTMNT01_3402440,Froggy,1
ESPORTSTMNT01_3402440,Shogun,1
ESPORTSTMNT01_3402440,Slay,1
ESPORTSTMNT03_3196998,Morgan,0
ESPORTSTMNT03_3196998,UmTi,0
ESPORTSTMNT03_3196998,Karis,0
ESPORTSTMNT03_3196998,Hena,0
ESPORTSTMNT03_3196998,Effort,0
ESPORTSTMNT03_3196998,Clear,1
ESPORTSTMNT03_3196998,Willer,1
ESPORTSTMNT03_3196998,Clozer,1
ESPORTSTMNT03_3196998,Teddy,1
ESPORTSTMNT03_3196998,Kael,1
ESPORTSTMNT03_3198021,Driver,1
ESPORTSTMNT03_3198021,Lauva,1
ESPORTSTMNT03_3198021,Minji,1
ESPORTSTMNT03_3198021,Bruce,1
ESPORTSTMNT03_3198021,Enso,1
ESPORTSTMNT03_3198021,Likai,0
ESPORTSTMNT03_3198021,Kongyue,0
ESPORTSTMNT03_3198021,1116,0
ESPORTSTMNT03_3198021,Betty,0
ESPORTSTMNT03_3198021,Keres,0
ESPORTSTMNT01_3403451,Kiaya,1
ESPORTSTMNT01_3403451,Levi,1
ESPORTSTMNT01_3403451,Playcool,1
ESPORTSTMNT01_3403451,Slayder,1
ESPORTSTMNT01_3403451,Zin,1
ESPORTSTMNT01_3403451,Ryuk,0
ESPORTSTMNT01_3403451,Sorn,0
ESPORTSTMNT01_3403451,Nogo,0
ESPORTSTMNT01_3403451,Slowz,0
ESPORTSTMNT01_3403451,Zodiac,0
ESPORTSTMNT03_3197985,Solokill,1
ESPORTSTMNT03_3197985,KennyChan,1
ESPORTSTMNT03_3197985,Pretender,1
ESPORTSTMNT03_3197985,MnM,1
ESPORTSTMNT03_3197985,Kaiwing,1
ESPORTSTMNT03_3197985,Taco,0
ESPORTSTMNT03_3197985,Godtone,0
ESPORTSTMNT03_3197985,Adiogs,0
ESPORTSTMNT03_3197985,Tide,0
ESPORTSTMNT03_3197985,IC8,0
ESPORTSTMNT01_3401503,Ryuk,0
ESPORTSTMNT01_3401503,Sorn,0
ESPORTSTMNT01_3401503,Nogo,0
ESPORTSTMNT01_3401503,Slowz,0
ESPORTSTMNT01_3401503,Zodiac,0
ESPORTSTMNT01_3401503,Kiaya,1
ESPORTSTMNT01_3401503,Levi,1
ESPORTSTMNT01_3401503,Playcool,1
ESPORTSTMNT01_3401503,Slayder,1
ESPORTSTMNT01_3401503,Zin,1
ESPORTSTMNT03_3197994,Azhi,1
ESPORTSTMNT03_3197994,JunJia,1
ESPORTSTMNT03_3197994,Maple,1
ESPORTSTMNT03_3197994,Wako,1
ESPORTSTMNT03_3197994,Woody,1
ESPORTSTMNT03_3197994,781,0
ESPORTSTMNT03_3197994,Arashi,0
ESPORTSTMNT03_3197994,Shera,0
ESPORTSTMNT03_3197994,Blaze,0
ESPORTSTMNT03_3197994,Felia,0
ESPORTSTMNT06_2823469,Oscarinin,0
ESPORTSTMNT06_2823469,Razork,0
ESPORTSTMNT06_2823469,Humanoid,0
ESPORTSTMNT06_2823469,Noah,0
ESPORTSTMNT06_2823469,Trymbi,0
ESPORTSTMNT06_2823469,Evi,1
ESPORTSTMNT06_2823469,Jankos,1
ESPORTSTMNT06_2823469,Vetheo,1
ESPORTSTMNT06_2823469,Flakked,1
ESPORTSTMNT06_2823469,Mersa,1
ESPORTSTMNT06_2821447,Oscarinin,1
ESPORTSTMNT06_2821447,Razork,1
ESPORTSTMNT06_2821447,Humanoid,1
ESPORTSTMNT06_2821447,Noah,1
ESPORTSTMNT06_2821447,Trymbi,1
ESPORTSTMNT06_2821447,Evi,0
ESPORTSTMNT06_2821447,Jankos,0
ESPORTSTMNT06_2821447,Vetheo,0
ESPORTSTMNT06_2821447,Flakked,0
ESPORTSTMNT06_2821447,Mersa,0
ESPORTSTMNT06_2823476,Evi,0
ESPORTSTMNT06_2823476,Jankos,0
ESPORTSTMNT06_2823476,Vetheo,0
ESPORTSTMNT06_2823476,Flakked,0
ESPORTSTMNT06_2823476,Mersa,0
ESPORTSTMNT06_2823476,Oscarinin,1
ESPORTSTMNT06_2823476,Razork,1
ESPORTSTMNT06_2823476,Humanoid,1
ESPORTSTMNT06_2823476,Noah,1
ESPORTSTMNT06_2823476,Trymbi,1
ESPORTSTMNT06_2822451,Oscarinin,1
ESPORTSTMNT06_2822451,Razork,1
ESPORTSTMNT06_2822451,Humanoid,1
ESPORTSTMNT06_2822451,Noah,1
ESPORTSTMNT06_2822451,Trymbi,1
ESPORTSTMNT06_2822451,Evi,0
ESPORTSTMNT06_2822451,Jankos,0
ESPORTSTMNT06_2822451,Vetheo,0
ESPORTSTMNT06_2822451,Flakked,0
ESPORTSTMNT06_2822451,Mersa,0
ESPORTSTMNT01_3402561,Summit,0
ESPORTSTMNT01_3402561,Pyosik,0
ESPORTSTMNT01_3402561,APA,0
ESPORTSTMNT01_3402561,Yeon,0
ESPORTSTMNT01_3402561,CoreJJ,0
ESPORTSTMNT01_3402561,Dhokla,1
ESPORTSTMNT01_3402561,Contractz,1
ESPORTSTMNT01_3402561,Palafox,1
ESPORTSTMNT01_3402561,FBI,1
ESPORTSTMNT01_3402561,IgNar,1
ESPORTSTMNT01_3403577,Summit,0
ESPORTSTMNT01_3403577,Pyosik,0
ESPORTSTMNT01_3403577,APA,0
ESPORTSTMNT01_3403577,Yeon,0
ESPORTSTMNT01_3403577,CoreJJ,0
ESPORTSTMNT01_3403577,Dhokla,1
ESPORTSTMNT01_3403577,Contractz,1
ESPORTSTMNT01_3403577,Palafox,1
ESPORTSTMNT01_3403577,FBI,1
ESPORTSTMNT01_3403577,IgNar,1
ESPORTSTMNT01_3402602,Summit,1
ESPORTSTMNT01_3402602,Pyosik,1
ESPORTSTMNT01_3402602,APA,1
ESPORTSTMNT01_3402602,Yeon,1
ESPORTSTMNT01_3402602,CoreJJ,1
ESPORTSTMNT01_3402602,Dhokla,0
ESPORTSTMNT01_3402602,Contractz,0
ESPORTSTMNT01_3402602,Palafox,0
ESPORTSTMNT01_3402602,FBI,0
ESPORTSTMNT01_3402602,IgNar,0
ESPORTSTMNT01_3401640,Summit,0
ESPORTSTMNT01_3401640,Pyosik,0
ESPORTSTMNT01_3401640,APA,0
ESPORTSTMNT01_3401640,Yeon,0
ESPORTSTMNT01_3401640,CoreJJ,0
ESPORTSTMNT01_3401640,Dhokla,1
ESPORTSTMNT01_3401640,Contractz,1
ESPORTSTMNT01_3401640,Palafox,1
ESPORTSTMNT01_3401640,FBI,1
ESPORTSTMNT01_3401640,IgNar,1
ESPORTSTMNT03_3199067,Kiin,1
ESPORTSTMNT03_3199067,Cuzz,1
ESPORTSTMNT03_3199067,Bdd,1
ESPORTSTMNT03_3199067,Aiming,1
ESPORTSTMNT03_3199067,Lehends,1
ESPORTSTMNT03_3199067,Zeus,0
ESPORTSTMNT03_3199067,Oner,0
ESPORTSTMNT03_3199067,Poby,0
ESPORTSTMNT03_3199067,Gumayusi,0
ESPORTSTMNT03_3199067,Keria,0
ESPORTSTMNT03_3199084,Zeus,0
ESPORTSTMNT03_3199084,Oner,0
ESPORTSTMNT03_3199084,Poby,0
ESPORTSTMNT03_3199084,Gumayusi,0
ESPORTSTMNT03_3199084,Keria,0
ESPORTSTMNT03_3199084,Kiin,1
ESPORTSTMNT03_3199084,Cuzz,1
ESPORTSTMNT03_3199084,Bdd,1
ESPORTSTMNT03_3199084,Aiming,1
ESPORTSTMNT03_3199084,Lehends,1
ESPORTSTMNT03_3200068,Rascal,0
ESPORTSTMNT03_3200068,Croco,0
ESPORTSTMNT03_3200068,FATE,0
ESPORTSTMNT03_3200068,Paduck,0
ESPORTSTMNT03_3200068,BeryL,0
ESPORTSTMNT03_3200068,Kingen,1
ESPORTSTMNT03_3200068,Grizzly,1
ESPORTSTMNT03_3200068,Zeka,1
ESPORTSTMNT03_3200068,Viper,1
ESPORTSTMNT03_3200068,Life,1
ESPORTSTMNT03_3199113,Relhia,1
ESPORTSTMNT03_3199113,665,1
ESPORTSTMNT03_3199113,NuL1,1
ESPORTSTMNT03_3199113,Prage,1
ESPORTSTMNT03_3199113,Cha9,1
ESPORTSTMNT03_3199113,Rest,0
ESPORTSTMNT03_3199113,Gemini,0
ESPORTSTMNT03_3199113,JimieN,0
ESPORTSTMNT03_3199113,Shunn,0
ESPORTSTMNT03_3199113,ShiauC,0
ESPORTSTMNT03_3199115,Rascal,0
ESPORTSTMNT03_3199115,Croco,0
ESPORTSTMNT03_3199115,FATE,0
ESPORTSTMNT03_3199115,Paduck,0
ESPORTSTMNT03_3199115,BeryL,0
ESPORTSTMNT03_3199115,Kingen,1
ESPORTSTMNT03_3199115,Grizzly,1
ESPORTSTMNT03_3199115,Zeka,1
ESPORTSTMNT03_3199115,Viper,1
ESPORTSTMNT03_3199115,Life,1
ESPORTSTMNT01_3403673,Yoshino,1
ESPORTSTMNT01_3403673,Draktharr,1
ESPORTSTMNT01_3403673,Jane,1
ESPORTSTMNT01_3403673,Puddin,1
ESPORTSTMNT01_3403673,Hieu3,1
ESPORTSTMNT01_3403673,Coated,0
ESPORTSTMNT01_3403673,Gury,0
ESPORTSTMNT01_3403673,Blazes,0
ESPORTSTMNT01_3403673,Shogun,0
ESPORTSTMNT01_3403673,Slay,0
ESPORTSTMNT03_3199118,Likai,1
ESPORTSTMNT03_3199118,Kongyue,1
ESPORTSTMNT03_3199118,1116,1
ESPORTSTMNT03_3199118,Betty,1
ESPORTSTMNT03_3199118,Keres,1
ESPORTSTMNT03_3199118,JP6RU8,0
ESPORTSTMNT03_3199118,WSL,0
ESPORTSTMNT03_3199118,xiaotu,0
ESPORTSTMNT03_3199118,Pepero,0
ESPORTSTMNT03_3199118,EnHoa,0
ESPORTSTMNT01_3403683,Coated,1
ESPORTSTMNT01_3403683,Gury,1
ESPORTSTMNT01_3403683,Blazes,1
ESPORTSTMNT01_3403683,Shogun,1
ESPORTSTMNT01_3403683,Slay,1
ESPORTSTMNT01_3403683,Yoshino,0
ESPORTSTMNT01_3403683,Draktharr,0
ESPORTSTMNT01_3403683,Jane,0
ESPORTSTMNT01_3403683,Puddin,0
ESPORTSTMNT01_3403683,Hieu3,0
ESPORTSTMNT03_3198151,Hanabi,0
ESPORTSTMNT03_3198151,Hana,0
ESPORTSTMNT03_3198151,Mission,0
ESPORTSTMNT03_3198151,Cryscata,0
ESPORTSTMNT03_3198151,Orca,0
ESPORTSTMNT03_3198151,Azhi,1
ESPORTSTMNT03_3198151,JunJia,1
ESPORTSTMNT03_3198151,Maple,1
ESPORTSTMNT03_3198151,Wako,1
ESPORTSTMNT03_3198151,Woody,1
ESPORTSTMNT01_3402710,Yoshino,0
ESPORTSTMNT01_3402710,Draktharr,0
ESPORTSTMNT01_3402710,Jane,0
ESPORTSTMNT01_3402710,Puddin,0
ESPORTSTMNT01_3402710,Hieu3,0
ESPORTSTMNT01_3402710,Coated,1
ESPORTSTMNT01_3402710,Gury,1
ESPORTSTMNT01_3402710,Blazes,1
ESPORTSTMNT01_3402710,Shogun,1
ESPORTSTMNT01_3402710,Slay,1
ESPORTSTMNT03_3199143,781,0
ESPORTSTMNT03_3199143,Arashi,0
ESPORTSTMNT03_3199143,Shera,0
ESPORTSTMNT03_3199143,Blaze,0
ESPORTSTMNT03_3199143,Felia,0
ESPORTSTMNT03_3199143,Taco,1
ESPORTSTMNT03_3199143,Godtone,1
ESPORTSTMNT03_3199143,Adiogs,1
ESPORTSTMNT03_3199143,Tide,1
ESPORTSTMNT03_3199143,IC8,1
ESPORTSTMNT01_3402747,Hasmed,1
ESPORTSTMNT01_3402747,Qiang,1
ESPORTSTMNT01_3402747,Hiro02,1
ESPORTSTMNT01_3402747,Eddie,1
ESPORTSTMNT01_3402747,Taki,1
ESPORTSTMNT01_3402747,Pun,0
ESPORTSTMNT01_3402747,Ikigai,0
ESPORTSTMNT01_3402747,Richard I,0
ESPORTSTMNT01_3402747,Pyshiro,0
ESPORTSTMNT01_3402747,Elio,0
ESPORTSTMNT03_3198171,Solokill,1
ESPORTSTMNT03_3198171,KennyChan,1
ESPORTSTMNT03_3198171,Pretender,1
ESPORTSTMNT03_3198171,MnM,1
ESPORTSTMNT03_3198171,Kaiwing,1
ESPORTSTMNT03_3198171,Driver,0
ESPORTSTMNT03_3198171,Lauva,0
ESPORTSTMNT03_3198171,Minji,0
ESPORTSTMNT03_3198171,Bruce,0
ESPORTSTMNT03_3198171,Enso,0
ESPORTSTMNT01_3402766,Pun,1
ESPORTSTMNT01_3402766,Ikigai,1
ESPORTSTMNT01_3402766,Richard I,1
ESPORTSTMNT01_3402766,Pyshiro,1
ESPORTSTMNT01_3402766,Elio,1
ESPORTSTMNT01_3402766,Hasmed,0
ESPORTSTMNT01_3402766,Qiang,0
ESPORTSTMNT01_3402766,Hiro02,0
ESPORTSTMNT01_3402766,Eddie,0
ESPORTSTMNT01_3402766,Taki,0
ESPORTSTMNT01_3401815,Hasmed,0
ESPORTSTMNT01_3401815,Qiang,0
ESPORTSTMNT01_3401815,Hiro02,0
ESPORTSTMNT01_3401815,Eddie,0
ESPORTSTMNT01_3401815,Taki,0
ESPORTSTMNT01_3401815,Pun,1
ESPORTSTMNT01_3401815,Ikigai,1
ESPORTSTMNT01_3401815,Richard I,1
ESPORTSTMNT01_3401815,Pyshiro,1
ESPORTSTMNT01_3401815,Elio,1
ESPORTSTMNT06_2822453,Odoamne,1
ESPORTSTMNT06_2822453,Peach,1
ESPORTSTMNT06_2822453,Abbedagge,1
ESPORTSTMNT06_2822453,Patrik,1
ESPORTSTMNT06_2822453,LIMIT,1
ESPORTSTMNT06_2822453,Oscarinin,0
ESPORTSTMNT06_2822453,Razork,0
ESPORTSTMNT06_2822453,Humanoid,0
ESPORTSTMNT06_2822453,Noah,0
ESPORTSTMNT06_2822453,Trymbi,0
ESPORTSTMNT01_3403796,fNb,1
ESPORTSTMNT01_3403796,Aegis,1
ESPORTSTMNT01_3403796,Envy,1
ESPORTSTMNT01_3403796,TitaN,1
ESPORTSTMNT01_3403796,frostyy,1
ESPORTSTMNT01_3403796,SkB,0
ESPORTSTMNT01_3403796,Drakehero,0
ESPORTSTMNT01_3403796,Pilot,0
ESPORTSTMNT01_3403796,Reaper,0
ESPORTSTMNT01_3403796,Cavalo,0
ESPORTSTMNT06_2823490,Oscarinin,0
ESPORTSTMNT06_2823490,Razork,0
ESPORTSTMNT06_2823490,Humanoid,0
ESPORTSTMNT06_2823490,Noah,0
ESPORTSTMNT06_2823490,Trymbi,0
ESPORTSTMNT06_2823490,Odoamne,1
ESPORTSTMNT06_2823490,Peach,1
ESPORTSTMNT06_2823490,Abbedagge,1
ESPORTSTMNT06_2823490,Patrik,1
ESPORTSTMNT06_2823490,LIMIT,1
ESPORTSTMNT01_3403830,Hidan,1
ESPORTSTMNT01_3403830,enel1,1
ESPORTSTMNT01_3403830,Lava,1
ESPORTSTMNT01_3403830,Netuno,1
ESPORTSTMNT01_3403830,Ranger,1
ESPORTSTMNT01_3403830,Tay,0
ESPORTSTMNT01_3403830,Disamis,0
ESPORTSTMNT01_3403830,Hauz,0
ESPORTSTMNT01_3403830,Brance,0
ESPORTSTMNT01_3403830,Jojo,0
ESPORTSTMNT06_2822463,Oscarinin,1
ESPORTSTMNT06_2822463,Razork,1
ESPORTSTMNT06_2822463,Humanoid,1
ESPORTSTMNT06_2822463,Noah,1
ESPORTSTMNT06_2822463,Trymbi,1
ESPORTSTMNT06_2822463,Odoamne,0
ESPORTSTMNT06_2822463,Peach,0
ESPORTSTMNT06_2822463,Abbedagge,0
ESPORTSTMNT06_2822463,Patrik,0
ESPORTSTMNT06_2822463,LIMIT,0
ESPORTSTMNT01_3402856,Robo,1
ESPORTSTMNT01_3402856,Croc,1
ESPORTSTMNT01_3402856,tinowns,1
ESPORTSTMNT01_3402856,Route,1
ESPORTSTMNT01_3402856,Ceos,1
ESPORTSTMNT01_3402856,GUIGO,0
ESPORTSTMNT01_3402856,Grell,0
ESPORTSTMNT01_3402856,Grevthar,0
ESPORTSTMNT01_3402856,Trigo,0
ESPORTSTMNT01_3402856,Damage,0
ESPORTSTMNT06_2821455,Odoamne,1
ESPORTSTMNT06_2821455,Peach,1
ESPORTSTMNT06_2821455,Abbedagge,1
ESPORTSTMNT06_2821455,Patrik,1
ESPORTSTMNT06_2821455,LIMIT,1
ESPORTSTMNT06_2821455,Oscarinin,0
ESPORTSTMNT06_2821455,Razork,0
ESPORTSTMNT06_2821455,Humanoid,0
ESPORTSTMNT06_2821455,Noah,0
ESPORTSTMNT06_2821455,Trymbi,0
ESPORTSTMNT01_3401931,Wizer,0
ESPORTSTMNT01_3401931,CarioK,0
ESPORTSTMNT01_3401931,dyNquedo,0
ESPORTSTMNT01_3401931,Bvoy,0
ESPORTSTMNT01_3401931,ProDelta,0
ESPORTSTMNT01_3401931,Zzk,1
ESPORTSTMNT01_3401931,Yampi,1
ESPORTSTMNT01_3401931,NOsFerus,1
ESPORTSTMNT01_3401931,NinjaKiwi,1
ESPORTSTMNT01_3401931,Nia,1
ESPORTSTMNT01_3403885,Betão,1
ESPORTSTMNT01_3403885,Goot,1
ESPORTSTMNT01_3403885,Tutsz,1
ESPORTSTMNT01_3403885,Ayu,1
ESPORTSTMNT01_3403885,zay,1
ESPORTSTMNT01_3403885,Lonely,0
ESPORTSTMNT01_3403885,scary,0
ESPORTSTMNT01_3403885,Krastyel,0
ESPORTSTMNT01_3403885,RAV3N,0
ESPORTSTMNT01_3403885,RedBert,0
ESPORTSTMNT03_3200187,DnDn,0
ESPORTSTMNT03_3200187,Sylvie,0
ESPORTSTMNT03_3200187,FIESTA,0
ESPORTSTMNT03_3200187,Jiwoo,0
ESPORTSTMNT03_3200187,Peter,0
ESPORTSTMNT03_3200187,Morgan,1
ESPORTSTMNT03_3200187,UmTi,1
ESPORTSTMNT03_3200187,Karis,1
ESPORTSTMNT03_3200187,Hena,1
ESPORTSTMNT03_3200187,Effort,1
ESPORTSTMNT03_3199206,DnDn,1
ESPORTSTMNT03_3199206,Sylvie,1
ESPORTSTMNT03_3199206,FIESTA,1
ESPORTSTMNT03_3199206,Jiwoo,1
ESPORTSTMNT03_3199206,Peter,1
ESPORTSTMNT03_3199206,Morgan,0
ESPORTSTMNT03_3199206,UmTi,0
ESPORTSTMNT03_3199206,Karis,0
ESPORTSTMNT03_3199206,Hena,0
ESPORTSTMNT03_3199206,Effort,0
ESPORTSTMNT03_3199211,Morgan,0
ESPORTSTMNT03_3199211,UmTi,0
ESPORTSTMNT03_3199211,Karis,0
ESPORTSTMNT03_3199211,Hena,0
ESPORTSTMNT03_3199211,Effort,0
ESPORTSTMNT03_3199211,DnDn,1
ESPORTSTMNT03_3199211,Sylvie,1
ESPORTSTMNT03_3199211,FIESTA,1
ESPORTSTMNT03_3199211,Jiwoo,1
